academicyear,athleticstatus,countryoforigin,countryofresidence,disability,dob,gender,major,primarylanguage,university,dropout,study_hours,gpa
3,1,6,0,10,4651,0,0,1,4254,0.0,5.7,2.26
5,1,7,2,15,7547,1,0,1,4867,0.0,8.3,3.37
2,0,0,5,7,463,0,3,0,6258,0.0,7.3,2.37
5,1,1,3,2,4042,1,2,4,3400,0.0,8.8,3.34
5,0,2,3,16,2618,0,0,1,5402,0.0,6.5,2.71
1,0,0,3,18,144,1,1,1,3057,1.0,6.6,2.02
0,1,5,7,18,3729,0,2,4,4162,0.0,9.0,2.94
1,1,1,7,13,2780,0,0,3,4292,0.0,6.1,2.57
5,0,6,3,8,2767,0,1,0,5428,0.0,5.8,2.35
0,0,0,1,8,182,0,1,1,5905,1.0,6.4,2.13
2,1,5,2,20,412,1,1,0,6072,1.0,6.8,2.03
2,0,0,1,2,5761,1,0,0,3523,0.0,7.4,2.67
4,0,7,2,8,4030,0,3,2,1715,0.0,8.0,3.34
3,0,4,1,19,3637,1,3,4,3565,1.0,6.4,2.04
2,0,6,4,2,3583,1,1,3,2932,0.0,7.6,3.02
3,1,1,3,15,952,0,2,0,71,0.0,8.0,3.34
1,1,5,7,2,462,0,3,0,315,0.0,6.5,2.35
2,0,1,0,20,4188,1,1,1,5880,0.0,8.6,3.25
0,1,3,7,5,7185,1,3,1,6665,0.0,8.7,3.39
1,1,1,1,0,5208,0,2,4,5972,0.0,7.8,2.87
3,1,5,3,17,2803,0,1,3,1136,0.0,7.0,2.86
0,1,7,4,15,1838,0,1,3,1740,0.0,6.1,2.49
0,0,4,1,17,24,0,3,2,4093,0.0,7.2,2.73
0,0,0,2,18,6650,1,3,1,5978,0.0,8.6,3.19
2,0,4,1,16,79,0,1,0,3343,0.0,6.1,2.66
0,1,1,3,3,4012,1,0,1,55,0.0,8.1,3.06
1,0,5,2,15,1517,1,1,3,1629,0.0,7.7,3.16
0,0,5,5,15,603,1,0,0,4094,1.0,7.7,2.05
4,0,7,4,13,7139,1,2,4,4510,0.0,8.4,3.39
3,0,3,1,10,3227,0,0,4,324,0.0,8.3,3.33
4,0,7,1,20,7374,0,3,0,2104,0.0,7.9,2.9
1,1,2,6,12,493,0,1,3,3496,0.0,7.2,2.64
5,1,2,2,3,1224,1,2,0,2344,0.0,6.8,3.01
4,1,1,1,3,240,0,3,0,2050,0.0,7.5,2.78
2,0,3,5,2,6037,1,3,3,3048,0.0,6.8,2.38
1,0,1,4,2,1036,1,1,2,4712,0.0,8.6,3.15
2,0,7,6,8,5550,0,0,4,5272,0.0,9.0,3.15
2,0,0,4,20,609,1,1,4,3629,0.0,6.6,2.62
5,1,2,4,0,272,0,3,0,1263,0.0,8.2,3.3
2,1,7,6,2,7102,1,1,4,6540,0.0,7.6,3.11
2,1,7,4,2,1976,0,1,4,4453,0.0,8.2,3.26
4,0,0,3,18,3121,0,0,4,507,0.0,5.8,2.2
0,1,4,0,13,3438,0,0,0,1693,1.0,6.0,2.14
4,1,6,7,17,1205,0,3,4,2160,0.0,6.7,2.58
3,0,2,1,3,1743,0,3,3,1606,0.0,7.9,3.28
3,1,0,1,0,6769,1,3,4,3462,0.0,8.8,3.34
0,1,4,4,10,598,1,2,1,4622,0.0,8.0,3.11
5,1,6,5,8,2191,0,1,1,2001,0.0,8.3,2.39
4,0,1,1,19,7362,1,3,1,6211,0.0,6.7,2.23
4,1,0,3,19,5519,0,0,0,6283,0.0,5.7,2.07
4,0,6,3,5,6381,0,3,4,1245,0.0,5.2,2.72
1,0,6,4,15,2969,0,3,4,5461,0.0,9.0,3.41
4,0,4,0,0,5087,1,1,0,2532,0.0,6.7,2.92
1,0,4,3,11,592,0,2,1,6351,0.0,6.7,2.79
4,1,6,5,8,5893,0,1,1,1128,0.0,8.4,3.23
2,0,0,2,5,4194,1,2,1,6294,0.0,7.6,2.96
5,1,5,7,5,5285,1,3,1,1300,0.0,7.1,2.72
1,1,0,3,3,2599,1,2,4,4066,0.0,8.0,3.29
1,0,2,6,20,4996,0,3,3,6164,0.0,6.6,2.64
3,1,0,2,17,192,0,1,3,2767,0.0,7.9,3.4
0,0,2,7,12,6161,0,1,2,5196,0.0,6.1,2.5
2,0,7,0,6,903,0,2,1,5597,0.0,9.0,3.21
5,0,1,2,13,6184,1,2,2,2918,0.0,6.0,3.29
4,1,4,4,14,6490,0,3,3,153,0.0,5.6,2.16
3,1,0,3,12,914,0,1,3,3949,1.0,6.6,2.29
1,0,5,5,15,6230,0,2,1,222,0.0,8.7,3.39
2,1,1,2,6,2488,0,2,3,4851,1.0,5.4,2.11
3,1,7,2,17,3630,1,2,2,3366,0.0,8.0,2.86
4,0,7,4,13,5199,0,1,4,4613,1.0,6.9,2.29
0,0,0,6,18,5680,0,1,0,5407,0.0,5.7,2.25
4,0,6,3,10,6832,0,1,0,6946,0.0,8.6,3.29
0,0,1,7,10,4031,0,2,1,4181,0.0,6.5,2.43
2,1,7,1,11,1330,0,3,0,3957,0.0,6.4,2.71
2,1,0,3,14,3742,1,3,4,4004,0.0,6.7,2.26
2,0,0,6,18,4065,0,0,3,6486,0.0,7.3,3.35
5,1,5,7,7,4762,0,2,4,1904,0.0,6.4,2.08
4,0,5,2,13,7331,1,3,4,606,0.0,8.0,2.89
3,1,1,7,15,4650,1,1,1,3355,0.0,8.0,3.2
1,0,7,4,4,4538,0,2,3,18,1.0,5.4,2.06
3,1,2,1,5,4990,1,3,2,6945,0.0,6.9,2.15
1,0,2,7,20,7520,1,2,3,1913,0.0,7.7,3.0
5,0,4,0,4,2547,0,3,2,6858,0.0,8.0,3.19
4,1,4,7,13,6831,1,2,1,3379,0.0,6.7,2.76
0,0,5,5,19,3113,1,0,1,176,0.0,6.7,2.9
4,0,1,5,12,6592,1,2,0,1411,0.0,7.2,2.62
5,1,0,2,4,6427,0,3,2,4139,0.0,8.3,3.05
4,0,5,3,19,5818,1,3,2,6758,0.0,7.4,2.95
4,1,1,6,20,2742,1,1,2,2701,0.0,7.5,3.02
2,0,0,3,0,1023,1,2,0,5562,0.0,7.5,2.68
3,0,5,1,12,47,1,3,0,5755,1.0,4.7,2.03
5,1,7,1,3,1556,1,1,2,1619,0.0,6.1,2.38
2,1,0,4,0,1416,0,3,4,1974,0.0,6.9,2.44
1,0,2,4,16,1942,1,1,2,5363,0.0,8.5,2.88
1,1,7,6,3,4073,0,2,4,3955,0.0,6.6,2.69
4,1,2,4,5,260,0,0,2,2644,0.0,7.8,3.02
0,0,4,3,7,1177,1,0,1,6705,0.0,6.9,3.08
3,0,7,1,0,5068,1,2,0,2640,0.0,6.1,2.1
4,0,2,6,1,4987,1,3,2,1155,0.0,6.4,2.34
1,1,2,4,8,1505,0,0,2,2130,0.0,7.4,3.12
2,0,2,2,7,6621,0,0,4,6112,0.0,7.8,3.41
4,1,4,5,15,135,0,1,4,5577,0.0,6.0,2.45
0,0,7,7,17,6339,1,3,0,2013,0.0,8.3,3.39
3,0,7,0,17,6414,1,1,1,5863,0.0,6.7,2.03
5,0,0,1,5,263,0,0,0,1621,0.0,7.2,3.12
5,0,5,2,12,2569,1,3,2,2045,0.0,6.6,2.69
0,1,1,5,10,4367,1,3,2,78,0.0,7.6,3.25
0,0,1,3,19,1382,1,0,1,5306,0.0,7.8,2.73
5,0,6,3,4,1324,1,3,4,6326,0.0,8.1,3.4
4,0,4,3,13,4052,1,2,0,3989,0.0,8.7,3.22
3,0,0,1,6,6442,0,0,0,2288,1.0,6.9,2.13
4,1,5,1,14,3817,1,3,4,6944,0.0,6.9,3.08
5,0,5,3,3,3187,1,1,0,4012,0.0,6.8,2.39
1,0,7,2,9,1642,0,1,3,4882,1.0,7.3,2.13
0,1,2,7,5,4059,1,0,4,222,0.0,7.1,2.66
2,0,5,5,14,352,1,3,2,342,0.0,7.8,3.14
3,0,5,3,11,5773,1,0,1,6176,0.0,5.5,2.15
2,0,5,7,15,2839,0,2,1,591,0.0,7.3,2.73
4,1,4,1,17,1751,1,2,2,3579,0.0,6.7,3.02
1,1,0,6,11,5525,0,1,1,1658,0.0,6.2,2.02
4,1,1,6,4,5329,0,3,2,2878,0.0,7.3,2.54
4,0,6,1,2,4267,0,2,2,5125,0.0,7.2,3.3
1,0,4,2,3,7316,0,1,3,3702,0.0,7.3,3.02
1,1,5,7,15,6485,1,3,0,6477,0.0,7.9,3.39
0,1,5,0,6,4440,1,1,3,4852,0.0,5.7,2.9
5,0,7,2,17,7045,1,0,2,2536,0.0,7.7,2.72
3,1,6,2,7,6684,0,3,4,2069,0.0,4.7,2.18
1,0,7,1,20,2980,1,3,1,6867,0.0,6.5,2.53
5,0,0,3,2,6146,0,1,2,357,0.0,6.7,2.46
3,1,2,1,7,4145,0,0,3,5593,0.0,7.5,2.94
1,1,2,1,3,4545,1,2,3,6704,0.0,7.0,2.46
5,1,0,5,18,4845,1,1,3,5614,1.0,6.2,2.17
4,1,0,0,13,5519,1,3,4,2336,0.0,6.2,2.46
0,1,2,4,9,2850,0,3,4,6121,0.0,6.1,2.43
3,0,1,4,1,5465,0,3,3,993,0.0,6.8,2.89
4,0,1,1,18,7545,0,3,1,1436,0.0,7.3,3.26
0,0,5,0,8,6675,0,1,1,3087,0.0,7.5,2.57
4,1,7,6,20,2971,1,0,3,2153,0.0,7.2,2.34
2,1,5,6,14,3386,1,0,0,2118,0.0,6.7,2.82
4,0,4,5,7,6659,0,2,4,4922,0.0,7.3,3.33
0,0,5,3,12,2057,1,0,0,1811,0.0,7.0,2.36
0,1,5,5,0,1030,1,1,2,490,1.0,6.4,2.25
4,1,0,5,19,4366,0,3,2,4422,0.0,5.9,2.21
1,0,5,1,17,6090,1,1,3,774,0.0,7.1,2.46
0,0,5,6,5,4807,1,2,1,3253,0.0,7.0,2.55
0,1,1,5,12,3300,1,3,4,1478,0.0,7.0,2.59
3,0,5,6,17,5708,1,1,0,3724,0.0,7.8,3.36
4,1,0,4,4,1886,0,0,0,6645,0.0,6.6,2.08
0,0,4,5,9,3990,0,2,1,2854,0.0,6.9,2.29
0,0,7,2,16,2759,1,0,3,515,0.0,7.8,3.38
1,1,3,5,12,1538,1,2,1,5786,0.0,8.5,3.31
0,0,4,7,5,685,0,1,4,4502,1.0,5.5,2.16
0,1,3,3,14,3186,0,2,1,2322,0.0,5.4,2.47
5,0,5,0,7,5412,1,1,3,2291,1.0,5.8,2.15
3,1,0,1,11,5073,1,3,1,299,0.0,7.8,3.25
0,1,1,0,12,6561,1,2,2,1540,1.0,6.1,2.26
4,0,0,2,8,5978,1,2,0,1749,0.0,8.2,3.4
2,1,2,7,4,5076,0,0,2,1768,0.0,7.5,2.43
0,0,3,1,14,7178,0,2,4,4270,0.0,8.3,3.16
1,0,3,5,4,6452,0,0,1,5610,0.0,5.9,2.17
2,1,4,5,14,6513,0,2,3,228,0.0,6.8,2.38
4,1,6,7,18,760,0,1,2,3231,0.0,7.2,3.07
3,1,5,0,18,4168,0,2,3,5641,0.0,7.1,2.72
2,1,7,6,4,5828,0,1,1,1861,1.0,5.4,2.02
2,1,0,6,8,3199,1,2,2,2477,0.0,8.8,3.2
0,1,7,7,7,489,1,3,0,4261,0.0,5.9,2.39
5,0,0,7,2,4245,0,1,1,6001,0.0,8.0,2.86
1,0,2,6,18,5201,0,3,2,4183,0.0,7.6,2.73
1,1,1,4,18,4817,1,1,2,2181,0.0,7.1,2.38
2,1,2,6,17,6259,1,2,1,1569,0.0,6.9,2.16
2,0,2,3,0,2404,0,2,2,3135,0.0,7.6,3.0
4,0,5,3,13,1296,1,0,1,4811,1.0,5.9,2.11
5,0,4,5,13,5545,1,2,3,4781,0.0,6.2,2.34
5,0,2,5,3,6758,0,2,3,1019,0.0,7.5,3.18
2,0,7,6,0,7387,1,2,2,2728,0.0,8.6,3.13
3,0,4,0,9,2143,0,0,0,4376,0.0,6.3,2.1
0,1,2,7,6,2817,1,3,1,5282,0.0,7.2,2.35
3,0,0,7,3,5776,0,2,3,6459,0.0,6.6,2.32
0,0,7,1,5,4880,1,3,3,2257,0.0,7.0,3.1
3,0,0,2,1,4554,0,3,4,3484,0.0,7.3,2.65
0,1,0,5,14,3800,1,1,2,3997,1.0,5.4,2.11
3,1,0,1,6,7271,0,2,0,2859,1.0,5.3,2.03
4,0,0,2,10,6418,1,2,4,3650,0.0,7.0,2.34
5,1,0,4,1,1508,1,2,3,4110,0.0,5.7,3.12
4,1,3,7,17,5112,1,3,2,2129,0.0,6.4,2.37
2,1,1,5,5,5783,1,3,2,127,0.0,7.0,3.08
2,1,5,0,15,6166,0,0,3,4125,0.0,5.9,2.09
4,1,7,5,9,2101,1,3,4,6426,0.0,7.3,2.83
2,0,0,0,15,5477,1,3,0,4204,0.0,7.5,3.35
2,0,4,1,15,3038,0,3,2,833,0.0,7.8,3.03
1,0,0,1,1,1399,0,0,0,3567,0.0,7.6,2.61
5,0,1,3,6,83,0,0,1,5449,0.0,6.7,2.73
0,1,2,6,15,5340,1,1,2,4650,0.0,7.3,2.69
1,0,1,2,17,5875,0,3,4,5103,0.0,7.5,2.87
5,0,4,4,3,3855,0,1,3,3816,0.0,5.9,2.4
5,0,7,3,2,1534,0,1,2,2003,0.0,5.7,3.05
0,1,3,6,0,1497,1,2,3,1328,0.0,7.6,3.29
3,0,0,1,19,6654,0,3,1,2037,0.0,7.7,3.29
1,1,4,4,0,7361,0,2,1,519,1.0,5.3,2.07
5,0,2,5,16,2407,0,1,4,3069,0.0,5.8,2.02
4,1,4,0,2,4820,1,0,2,252,0.0,7.8,3.35
3,0,4,6,2,1297,0,3,4,6260,0.0,5.7,2.1
2,0,6,7,7,3203,0,0,0,1924,0.0,8.5,3.25
5,0,2,1,20,5829,0,1,0,5035,0.0,7.1,3.0
0,1,1,6,1,6585,0,1,0,5022,0.0,6.1,2.08
4,1,2,7,14,3895,0,3,1,3834,1.0,6.2,2.14
2,1,4,6,11,735,0,2,4,2251,0.0,6.1,2.34
5,0,0,6,0,6478,0,1,4,3776,0.0,7.8,3.28
5,1,3,0,6,7233,1,3,3,3532,1.0,6.5,2.22
4,1,5,0,14,5547,0,3,2,4915,0.0,6.5,2.85
3,0,0,4,11,2407,1,0,0,6957,0.0,5.8,2.35
5,0,4,5,14,5120,1,3,0,1622,0.0,8.0,3.04
5,1,1,5,11,6901,0,2,1,4853,0.0,6.6,2.32
0,0,5,2,4,3693,1,3,0,1755,0.0,7.4,3.22
1,0,6,7,1,5216,1,1,2,3367,0.0,6.8,3.03
1,1,7,6,9,4199,1,0,4,6682,0.0,7.2,3.15
4,1,0,0,3,57,1,0,2,6740,0.0,7.1,2.38
1,0,7,7,14,3322,0,3,2,3248,0.0,6.9,2.1
2,1,4,1,4,5651,1,3,4,4522,0.0,7.5,3.39
3,0,6,2,16,2805,0,0,0,4638,0.0,7.9,3.35
4,0,5,1,16,2285,0,1,4,823,0.0,6.8,3.39
5,1,7,2,9,833,0,3,1,5236,0.0,6.7,2.8
5,1,3,4,6,5870,1,2,1,4543,0.0,8.0,3.15
0,0,3,2,20,2156,1,0,3,3549,0.0,8.2,2.96
0,1,6,3,8,4217,0,0,3,6364,0.0,8.3,3.11
1,0,7,7,5,3124,0,3,1,6531,1.0,5.6,2.09
1,0,2,4,19,3920,1,3,0,5784,0.0,6.6,2.75
4,0,4,3,12,823,0,3,0,3376,0.0,6.6,2.42
3,1,4,5,5,3580,1,0,4,1915,1.0,6.5,2.06
4,0,3,1,19,2978,1,2,2,3151,1.0,5.1,2.02
0,0,6,7,13,2606,1,3,4,3296,0.0,9.0,3.32
3,1,3,1,5,6628,0,1,3,2009,0.0,7.1,2.68
3,1,0,7,1,6500,1,3,2,6925,0.0,5.8,2.89
0,1,7,4,19,1217,0,3,3,1335,0.0,8.3,3.34
4,0,1,1,8,4532,1,1,1,34,0.0,7.3,2.76
3,1,7,1,0,1991,1,2,4,1994,0.0,7.9,3.11
5,0,1,7,5,5452,0,3,3,6748,0.0,8.4,3.34
1,0,0,1,3,1280,0,2,3,1232,0.0,7.2,3.31
2,0,3,2,8,6517,0,3,4,178,0.0,7.4,3.14
4,1,5,3,7,528,1,1,3,1754,0.0,6.8,2.97
5,0,4,1,8,4628,0,1,2,5544,0.0,5.6,2.07
0,1,3,2,12,4933,0,2,2,3959,0.0,6.4,2.59
1,1,5,1,9,1614,0,3,2,1590,0.0,6.5,2.84
3,0,6,0,17,3285,1,1,4,1364,0.0,7.9,2.9
1,1,5,0,4,736,0,0,4,1568,0.0,6.9,2.5
2,0,6,5,11,5166,0,0,0,4225,0.0,7.1,2.83
4,1,1,4,16,6122,1,3,3,903,0.0,8.2,3.31
1,0,4,0,17,2279,0,2,0,1408,0.0,7.3,2.44
3,0,7,3,14,4175,0,0,3,2993,0.0,6.6,2.76
3,1,2,2,8,3623,0,0,0,2538,0.0,6.2,2.06
5,1,6,4,2,6463,0,0,2,6278,0.0,7.4,2.86
5,1,5,2,15,4635,0,0,4,5964,0.0,5.6,2.6
4,1,7,1,20,5030,0,3,3,990,1.0,5.6,2.21
3,1,5,0,20,3916,1,2,0,4863,0.0,6.7,3.22
3,1,0,7,6,684,1,3,2,3646,0.0,7.2,3.21
1,1,1,5,7,210,1,2,4,2008,1.0,5.9,2.16
1,0,2,5,5,6012,0,1,4,3575,0.0,8.5,3.25
5,0,5,5,6,2451,0,1,0,444,0.0,7.7,2.7
2,0,4,1,19,5985,1,1,2,376,1.0,5.9,2.11
4,0,7,5,8,3714,0,0,4,5629,0.0,7.9,3.34
1,0,3,4,1,4404,0,1,2,3553,0.0,7.3,2.36
0,0,0,1,9,3406,0,2,2,6613,0.0,7.0,2.83
1,0,1,0,15,4278,0,0,2,5029,0.0,6.7,2.59
5,0,2,6,18,4955,1,0,1,1383,0.0,8.2,3.06
2,1,7,6,19,1874,0,2,4,2845,0.0,6.7,2.2
0,1,4,6,20,7225,0,3,2,99,1.0,5.4,2.09
0,0,1,5,12,4781,1,2,2,3190,0.0,7.8,2.35
5,1,7,6,3,5667,1,0,4,42,0.0,7.9,2.8
4,0,0,3,11,5337,0,1,2,3352,0.0,8.3,3.28
4,0,6,0,4,2985,1,3,4,6677,0.0,6.2,2.23
1,1,4,0,0,1998,1,3,0,1213,0.0,6.5,2.31
4,1,1,2,20,3468,0,2,2,597,0.0,7.7,2.75
2,0,1,2,7,3839,0,2,2,6941,0.0,5.8,2.35
2,0,7,5,8,1550,0,1,2,6242,0.0,6.5,2.49
3,0,7,3,5,4401,0,1,3,4186,0.0,8.4,2.63
5,0,1,5,19,277,0,1,1,608,1.0,5.4,2.08
5,1,5,0,0,2593,1,3,2,2839,0.0,7.2,3.24
4,1,4,6,14,1520,0,3,2,4908,0.0,7.9,3.01
4,1,4,5,14,161,1,2,0,6904,0.0,6.5,2.61
1,0,6,5,20,4586,0,0,4,3996,1.0,6.3,2.04
1,0,4,0,19,5353,0,3,0,3889,0.0,6.9,2.78
2,1,3,6,8,6065,0,0,2,648,0.0,6.6,2.89
3,1,2,0,8,897,1,2,1,6500,0.0,6.0,2.36
1,0,5,3,4,1146,0,3,4,401,0.0,6.3,2.34
2,0,2,2,10,4600,1,3,3,3161,0.0,7.8,2.77
2,0,0,4,19,6567,0,3,4,4726,1.0,5.4,2.07
5,0,1,7,0,6375,0,0,3,4499,0.0,6.6,2.84
3,0,4,3,17,4813,1,3,2,4240,0.0,6.9,2.91
0,1,3,4,7,2881,1,3,2,5319,0.0,7.0,2.78
1,0,3,3,1,5772,1,0,4,1968,0.0,6.4,2.02
0,0,0,3,2,347,0,0,0,1568,1.0,5.5,2.02
4,0,5,0,16,4112,0,2,2,509,0.0,8.3,3.32
2,1,6,4,2,64,0,3,1,4761,0.0,7.2,2.57
2,0,0,7,10,4135,1,2,4,696,0.0,7.7,3.25
2,0,3,1,1,203,0,3,1,3117,0.0,8.1,3.28
1,1,4,2,15,814,0,3,1,6381,0.0,8.8,2.69
1,0,5,2,17,4905,1,1,4,1034,0.0,7.1,2.4
5,1,7,1,18,1596,0,3,1,5284,0.0,7.0,2.14
1,0,1,1,6,6017,1,3,1,2829,0.0,7.9,3.16
1,1,1,5,14,2278,1,0,2,208,1.0,5.6,2.22
1,1,3,2,19,2532,1,2,1,2586,1.0,7.1,2.2
2,1,4,3,18,4253,1,0,0,1559,1.0,6.8,2.02
2,0,4,6,11,4555,1,3,4,303,0.0,7.7,2.9
0,0,1,0,17,6051,1,1,0,2117,0.0,6.2,2.33
4,0,6,6,20,202,1,0,1,4802,0.0,6.2,2.54
5,0,5,7,2,1112,0,3,3,5247,0.0,7.0,2.81
2,1,1,6,14,4974,0,2,2,4103,0.0,7.0,2.25
4,0,5,4,16,499,1,1,1,1095,0.0,6.9,2.35
5,1,7,0,15,6314,0,1,3,6520,0.0,7.7,2.73
2,1,3,0,8,4239,0,2,1,6777,0.0,7.2,3.12
3,1,2,4,10,3377,0,1,4,3554,0.0,7.8,2.79
5,1,3,7,5,4619,0,2,2,2642,0.0,6.6,2.69
4,0,5,1,20,420,1,3,4,816,0.0,6.3,2.23
0,0,3,5,1,3802,1,2,2,6406,1.0,7.0,2.22
3,1,5,0,17,5626,0,1,0,5265,0.0,7.3,2.9
5,1,3,4,20,2973,1,2,4,1557,0.0,7.8,3.03
2,0,3,3,20,950,0,1,3,2029,0.0,6.1,2.21
2,0,0,3,19,5047,0,2,4,1616,1.0,5.9,2.09
1,1,2,6,17,4227,1,3,4,418,0.0,6.4,2.97
1,1,0,5,3,4013,0,0,1,886,0.0,7.5,2.76
0,0,5,7,11,2049,1,1,1,52,0.0,8.5,2.72
4,0,7,3,5,4591,1,1,0,3429,1.0,5.5,2.08
0,1,0,2,19,2130,0,2,2,683,0.0,8.4,3.4
4,1,2,6,15,986,1,1,3,1864,0.0,8.0,3.17
3,1,6,4,18,2367,1,3,1,5700,0.0,7.0,2.43
0,0,6,4,11,6286,0,1,4,5058,0.0,7.3,3.1
2,0,2,7,18,6799,0,3,2,196,0.0,7.5,2.9
4,1,1,2,20,2754,1,1,2,6708,0.0,7.2,2.42
2,0,7,2,18,4166,1,3,2,832,0.0,8.3,3.4
1,1,4,6,3,686,0,3,1,282,0.0,8.8,2.99
0,0,4,1,10,3349,1,1,3,218,1.0,6.5,2.25
3,1,4,2,14,1391,0,2,2,19,0.0,7.1,2.08
5,1,4,1,17,1319,1,2,0,3799,0.0,7.3,2.43
4,1,4,5,10,5795,1,3,3,3624,1.0,5.6,2.04
4,0,6,3,2,1264,1,2,1,2602,0.0,7.7,3.26
4,0,3,4,3,5847,0,1,4,5956,0.0,8.2,3.29
3,1,0,7,11,6954,1,2,4,3568,1.0,6.0,2.25
0,0,0,6,17,167,0,3,3,2495,0.0,8.1,2.87
2,0,6,4,12,5009,0,2,2,2470,0.0,6.1,2.45
2,0,4,1,5,4111,0,3,3,6095,0.0,6.9,2.56
3,0,5,5,17,1651,1,2,1,4475,1.0,6.8,2.07
3,1,3,1,2,5852,0,3,2,5382,0.0,6.2,2.3
3,1,1,2,9,2244,0,1,3,5527,1.0,5.9,2.13
2,1,2,7,20,2830,0,2,3,4205,0.0,6.1,2.16
5,0,0,5,14,5429,1,1,1,4302,0.0,8.3,3.02
1,0,2,2,8,6642,0,3,4,5201,0.0,8.6,3.2
1,1,2,5,10,5926,0,0,3,3747,0.0,7.9,2.87
4,0,6,6,8,1774,0,3,3,5974,0.0,7.0,3.04
2,0,4,1,17,3134,0,0,0,3587,0.0,7.5,3.4
2,0,5,4,3,4741,1,2,1,4975,0.0,7.1,2.7
5,1,3,4,5,4306,0,2,2,6002,0.0,6.8,2.68
1,1,4,6,18,2605,0,1,0,6077,0.0,7.2,2.45
1,0,1,6,5,6852,1,2,0,1279,0.0,6.5,2.34
4,0,2,5,10,5247,0,2,1,377,0.0,7.9,3.09
0,0,0,0,20,6407,1,0,1,4549,0.0,7.2,2.36
5,1,4,4,7,1103,1,3,0,4919,0.0,7.6,3.13
0,0,1,7,12,7131,1,2,0,4170,0.0,6.9,2.31
5,0,6,6,14,1303,0,1,3,3129,0.0,8.0,3.16
2,0,5,5,0,6024,1,3,3,5356,1.0,6.9,2.27
4,1,6,1,11,536,1,0,3,2519,0.0,7.3,3.36
1,1,0,6,17,7351,1,1,2,2655,0.0,7.5,2.57
0,1,0,0,7,442,1,2,1,3723,0.0,6.9,3.03
4,0,7,7,9,473,1,1,0,6013,0.0,7.9,2.68
5,0,3,4,1,4947,0,2,3,2104,0.0,6.9,2.34
4,1,3,1,2,912,0,3,3,5637,0.0,6.2,2.58
3,0,7,0,9,2824,1,3,3,2379,0.0,6.9,3.09
5,1,0,2,17,4668,0,1,3,4661,0.0,6.4,2.34
1,1,7,6,20,1553,1,0,0,4884,0.0,7.8,3.04
5,0,3,7,19,5195,0,1,3,4985,0.0,6.7,2.3
2,1,7,6,7,3286,1,2,0,6728,1.0,5.7,2.23
3,0,4,3,3,7171,0,0,2,5267,0.0,6.9,3.03
5,0,3,3,4,1369,1,0,0,5269,0.0,7.4,3.27
0,1,1,1,19,2058,1,2,1,2453,0.0,6.5,2.66
4,0,0,1,9,2996,1,1,3,4078,0.0,6.8,2.65
0,1,1,7,10,5561,1,3,3,1374,0.0,6.6,2.83
5,1,1,2,12,3698,0,0,2,1779,0.0,7.0,3.15
4,0,7,4,1,7095,0,2,2,5754,0.0,6.7,2.5
0,1,1,2,12,506,0,3,2,5453,0.0,9.0,3.04
5,1,3,4,11,2089,0,2,2,1267,0.0,7.5,2.79
5,0,0,3,8,265,1,1,4,5359,0.0,8.0,2.94
1,0,3,7,1,359,1,0,3,6525,1.0,5.9,2.18
0,0,6,0,14,5800,0,3,4,6519,0.0,7.3,2.48
5,0,6,3,17,3767,1,0,3,2132,0.0,7.3,2.62
1,0,4,1,16,919,0,1,2,2374,1.0,7.1,2.21
1,0,3,0,5,1766,1,3,2,4498,0.0,7.9,3.23
5,1,7,2,9,3954,1,1,4,3170,0.0,6.6,2.42
5,0,2,4,5,2152,0,0,3,6245,0.0,7.7,2.93
2,0,4,5,16,4696,1,0,0,2346,0.0,8.1,3.32
2,1,4,7,17,5142,0,3,2,5890,0.0,6.5,2.57
2,1,0,7,8,1453,0,3,1,4961,0.0,7.3,2.46
2,0,4,2,14,6640,0,2,1,3490,0.0,6.7,2.83
2,0,6,2,14,7176,0,1,3,2747,0.0,6.4,2.47
1,0,4,0,19,4519,0,3,2,4592,0.0,8.3,2.99
3,0,4,5,17,7142,1,1,1,3425,0.0,7.5,3.02
4,0,7,6,14,5670,0,0,2,5793,0.0,8.3,3.15
5,1,2,2,17,4760,0,3,2,2645,1.0,6.5,2.23
5,0,5,2,4,1588,0,0,4,4020,0.0,5.1,2.21
3,1,7,7,0,5791,0,0,3,2636,0.0,6.9,2.57
1,1,2,5,4,2830,0,2,2,3924,0.0,7.4,2.61
4,1,6,3,5,4704,0,1,0,672,0.0,7.0,2.46
2,1,1,0,8,1736,0,3,2,1228,0.0,7.1,2.69
3,0,4,5,16,745,0,1,2,5538,0.0,6.5,2.28
4,1,0,6,6,3495,0,0,2,4681,0.0,7.6,3.09
2,0,5,3,5,1889,1,2,1,3998,0.0,6.6,2.5
2,1,4,1,10,2652,0,2,4,579,0.0,6.1,2.23
4,1,7,2,4,356,1,0,2,3515,0.0,6.7,2.92
4,0,4,5,8,2013,0,3,3,4794,0.0,5.7,3.09
1,0,2,6,5,5438,0,3,4,5968,1.0,6.7,2.15
3,1,1,6,7,5889,1,0,1,6195,0.0,7.5,3.0
4,1,1,2,11,3746,1,0,4,6915,0.0,7.1,2.61
2,1,2,4,9,6050,1,2,4,5227,0.0,8.7,3.39
4,1,2,4,12,279,0,0,4,2697,0.0,8.6,3.36
2,0,4,3,4,1392,0,3,1,521,1.0,6.4,2.06
5,1,0,1,9,614,1,1,1,3223,0.0,8.0,3.18
